Name,Title,Department,Education
Kristin Wendland,Professor of Pedagogy,"Latin American and Caribbean Studies Program, Core
Music Department, Core","BM, Florida State University, 1978
MM, College- Conservatory of Music, University of Cincinnati, 1982
PhD, City University of New York, 1991"
Bonna Wescoat,Samuel Candler Dobbs Professor of Art History,"Ancient Mediterranean Studies Program, Core
Art History Department, Core","BA, Smith College, 1976
MA, University of London, 1977
MPhil, University of Oxford, 1979
DPhil, University of Oxford, 1983"
Drew Westen,Professor,"Psychology Department, Core","AB, Harvard University, 1980
PhD, University of Michigan, 1985
MA, University of Sussex, 1981"
Deborah White,Associate Professor,"Comparative Literature Department, Core
English Department, Core","BA, Yale University, 1982
PhD, Yale University, 1993
MPhil, Yale University, 1987"
Carrie Wickham,Associate Professor,,"BA, Harvard University, 1984
PhD, Princeton University, 1994
MA, Princeton University, 1989"
Avani Wildani,Assistant Professor,"Computer Science Department, Core","PhD, Computer Science, University of California, Santa Cruz, 2013"
Cynthia Willett,Samuel Candler Dobbs Professor of Philosophy,"Philosophy Department, Core","BA, University of Missouri at Columbia, 1977
MA, University of Toronto, 1980
PhD, Pennsylvania State University, 1988"
George Wilmot,"Associate Professor, Emory University School of Medicine","Neuroscience and Behavioral Biology Program, Other",1900
Benjamin Wilson,Assistant Professor,"Psychology Department, Core","PhD, Neuroscience , Newcastle University, 2014"
Elizabeth Wilson,Samuel Candler Dobbs Professor,"Women's, Gender and Sexuality Studies Department, Director of Undergraduate Studies
Women's, Gender and Sexuality Studies Department, Core","BSc (Honors), University of Otago (Dunedin, New Zealand), 1986
Ph.D, University of Sydney, 1994"
Phillip Wolff,Professor,"Psychology Department, Core
Linguistics Program, Core
Neuroscience and Behavioral Biology Program, Associated","BS, Eastern Mennonite College, 1986
MS, Northwestern University, 1993
PhD, Northwestern University, 1999"
Paul Wolpe,"Asa Griggs Candler Professor of Bioethics, Raymond F. Schinazi Distinguished                Research Professor of Jewish Bioethics, Director, Center for Ethics","Neuroscience and Behavioral Biology Program, Other","BA, University of Pennsylvania, 1979
PhD, Yale University, 1986
MPhil, Yale University, 1983"
Myra Woodworth-Hobbs,Lecturer,"Human Health, Core","Ph.D., Nutrition and Health Sciences, Emory University, Atlanta, GA, 2014"
David Wright,"Associate Professor, Emory University School of Medicine","Neuroscience and Behavioral Biology Program, Other",1900
Michelle Wright,Augustus Baldwin Longstreet Professor,"African American Studies Department, Core","PhD, Comparative Literature, University of Michigan, Ann Arbor, MI, 1997"
Michelle Wright,Acting-Augustus Baldwin Longstreet Professor of English,"English Department, Core","Ph.D., Comparative Literature, University of Michigan, Ann Arbor, MI, 1997"
Wei Wu,Assistant Professor,"Religion Department, Core","PhD, Religion, Princeton, Princeton, NJ, 2017"
William Wuest,Professor,"Chemistry Department, Core","PhD, Organic Chemistry, University of Pennsylvania, 2008"
Robert Wyttenbach,Senior Lecturer,"Neuroscience and Behavioral Biology Program, Director of Undergraduate Studies
Neuroscience and Behavioral Biology Program, Core","Ph.D., Cornell University, 1995"
Subha Xavier,Associate Professor,"Institute of African Studies Program, Core
French and Italian Studies Department, Core","Ph.D., University of Wisconsin-Madison, 2007"
Yuanzhe Xi,Assistant Professor,"Mathematics Department, Core","PhD, Mathematics, Purdue University, West Lafayette, IN, 2014"
Li Xiong,Professor,"Computer Science Department, Core","BS, University of Science and Technology of China, 1997
MS, Johns Hopkins University, 1998
PhD, Georgia Institute of Technology, 2005"
Ruoxuan Xiong,Assistant Professor,"Institute for Quantitative Theory and Methods, Core","PhD, Management Science and Engineering, Stanford University, Stanford, CA, 2020"
Bin Xu,Associate Professor,"Sociology Department, Core","Ph.D., Sociology, Northwestern University, Evanston, IL, 2011"
George Yancy,Acting Professor,"Philosophy Department, Core","PhD, Philosophy, Duquesne University, 2005"
Tracy Yandle,Associate Professor,"Environmental Sciences Department, Core","BA, Franklin and Marshall College, 1991
PhD, Indiana University, 2001
MA, Baylor University, 1993"
Ji (Carl) Yang,Assistant Professor,"Computer Science Department, Core","PhD, Computer Science, University of Illinois, Urbana-Champaign, 2020"
Melissa Yang,Lecturer,"English Department, Core",
Shanshuang Yang,Professor,"Mathematics Department, Core","BS, Hunan University, 1982
PhD, University of Michigan, 1991
MS, Hunan University, 1984"
Tiphanie Yanique,Associate Professor,"English Department, Core",
Yanna Yannakakis,Winship Distinguished Research Professor of History,"History Department, Core","Ph.D, University of Pennsylvania, 2003
BA, Dartmouth College, 1989"
Meina Yates-Richard,Assistant Professor,"African American Studies Department, Core","PhD, English Literature, Rice University, Houston, TX, 2016"
Ofra Yeglin,Associate Professor,"Jewish Studies Program, Core
Middle Eastern and South Asian Studies Department (Arabic, Hebrew, Hindi, Persian, Tibetan), Core","BA, Tel-Aviv University, 1985
PhD, Tel-Aviv University, 1998
MA, Tel-Aviv University, 1988"
Liana Yepremyan,Assistant Professor,"Mathematics Department, Core","PhD, Computer Science, McGill University, Montreal, Quebec, 2016"
Katherine Young,Assistant Professor,"Music Department, Core","DMA, Composition, Northwestern University, 2017"
Larry Young,"Professor, Emory University School of Medicine","Neuroscience and Behavioral Biology Program, Other","PhD, University of Texas, Austin, 1994"
Kathryn Yount,Professor,"Sociology Department, Core","BA, Univ of North Carolina, Chapel Hill, 1991
MHS, Johns Hopkins Bloomberg School Public Health, 1994
PhD, Johns Hopkins Bloomberg School Public Health, 1999"
Vivian Yue,"Professor, Economics","Economics Department, Core","PhD, Economics, University of Pennsylvania, Philadelphia, PA, 2005"
Rocio Zambrana,Associate Professor,"Philosophy Department, Core",
Tao Zha,Professor,"Economics Department, Core","Ph.D, University of Minnesota, 1992
BS, Chengdu University of Technology (China), 1982
MA, Southwestern University of Economics and Finance (China), 1985
MA, Washington State University, 1988"
Liang Zhao,Assistant Professor,"Computer Science Department, Core","PhD, Computer Science, Virginia Polytechnic Institute and State University, 2016"
David Zureick-Brown,Associate Professor,"Mathematics Department, Core","PhD, UC Berkeley, 2010
BS, University of Arizona, 2003"
