Name,Title,department,Education
 Justin Roykovich,. Lecturer of Photography, Environmental and Planetary Sciences,"BFA (2011) George Mason University; MFA (2014) Mason Gross School of the Arts, Rutgers University"
 Kurt Rudolph,. Adjunct Professor of Earth, Environmental Planetary Sciences,BS (1976) Rensselaer Polytechnic Institute; MA (1978) University of Texas
 Volker H. W. Rudolf,. Professor of BioSciences, Environmental Planetary Sciences,BS (2000) University of Regensburg; MS (2003) Julius-Maximilians-Universität Wurzburg; PhD (2007) University of Virginia
 Craig Rusin,. Adjunct Assistant Professor of Computational and Applied Mathematics, Environmental Planetary Sciences,BSE (2001) Princeton University; PhD (2009) University of Virginia
 Jeff Russell,. Lecturer in Communication, Environmental Planetary Sciences,"BA (2007), MBA (2014) University of Texas–Austin"
 Sonia Ryang,. T.T. and W.F. Chao Center Professor of Asian Studies, Environmental Planetary Sciences,"MPhil (1988) University of York; MPhil (1991), PhD (1995) University of Cambridge"
 Ashutosh Sabharwal,. Ernest Dell Butcher Professor of Engineering, Professor of Electrical and Computer Engineering,"BTech (1993) Indian Institute of Technology; MS (1995), PhD (1999) Ohio State University"
 Kunal Sachdeva,. Assistant Professor of Finance, Professor of Electrical and Computer Engineering,"BS (2007), BA (2008) Queen's University; MFin (2011) Massachusetts Institute of Technology; PhD (2018) Columbia University"
 M. Rafael Salaberry,. Mary Gibbs Jones Professor of Humanities; Professor of Modern and Classical Literatures and Cultures, Professor of Electrical and Computer Engineering,"BA (1983) Air Force Academy-Uruguay, MAT (1989) Alianza Uruguay-EEUU, MAT (1993) University of Maine, PhD (1997) Cornell University"
 Eduardo Salas,. Allyn R. and Gladys M. Cline Professor, Department Chair of Psychological Sciences,BA (1978) Florida International University; MS (1980) University of Central Florida; PhD (1984) Old Dominion University
 Julia Saltz,. Associate Professor of Ecology and Evolutionary Biology, Department Chair of Psychological Sciences,AB (2005) Princeton University; PhD (2011) University of California-Davis
 Clarence F. Sams,. Adjunct Professor of BiocSciences, Department Chair of Psychological Sciences,"BA (1975), PhD (1983) Rice University"
 Danny M. Samuels,. Professor in the Practice of Architecture, Department Chair of Psychological Sciences,BArch (1971) Rice University
 Ka-Yiu San,. E.D. Butcher Professor of Bioengineering, Professor of Chemical and Biomolecular Engineering,"BS (1978) Rice University; MS (1981), PhD (1984) California Institute of Technology"
 Paula A. Sanders,. Joseph and Joanna Nazro Mullen Professor in Humanities, Professor of History,"BA (1977) Northwestern University; MA (1981), PhD (1984) Princeton University"
 Akane Sano,. Rice Trustee Chair, Assistant Professor of Electrical and Computer Engineering,"BE (2003), ME (2005) Keio University; PhD (2015) Massachusetts Institute of Technology"
 Vivek Sarkar,. Adjunct Research Professor of Computer Science, Assistant Professor of Electrical and Computer Engineering,"BTech (1981) Indian Institute of Technology, Kanpur, India; MS (1982) University of Wisconsin–Madison; PhD (1987) Stanford University  "
 Ann Saterbak,. Adjunct Professor of Bioengineering, Assistant Professor of Electrical and Computer Engineering,BA (1990) Rice University; PhD (1995) University of Illinois
 Andrew J. Schaefer,. Noah Harding Chair, Professor of Computational and Applied Mathematics and Computer Science,"BA (1994), MCAM (1994) Rice University; PhD (2000) Georgia Institute of Technology"
 Laura Schaefer,. Burton J. and Ann M. McMurtrey Chair in Engineering, Professor of Mechanical Engineering,"BA, BS (1995) Rice University; MA (1997), PhD (2000) Georgia Institute of Technology"
 R. Troy Schaum,. Associate Professor in Architecture, Professor of Mechanical Engineering,BArch (1999) Virginia Polytechnic Institute; MArch (2006) Princeton University
 Wendy Schell,. Senior Lecturer of Kinesiology, Professor of Mechanical Engineering,BS (1994) Auburn University; BS (1996) Georgia State University; MS (2007) Texas Women’s University
 Ian Schimmel,. Senior Lecturer of English, Professor of Mechanical Engineering,BA (2005) Tufts University; MFA (2010) University of Houston
 Timothy Schroeder,. Professor of Philosophy, Department Chair of Philosophy,BA (1993) University of Lethbridge; PhD (1998) Stanford University
 Douglas A. Schuler,. Associate Professor of Business and Public Policy, Department Chair of Philosophy,BS (1985) University of California–Berkeley; PhD (1992) University of Minnesota
 Stephen Schwanauer,. Adjunct Professor in Electrical and Computer Engineering, Department Chair of Philosophy,"BS (1981), PhD (1986) Yale University"
 Leslie A. Schwindt-Bayer,. Professor of Political Science , Department Chair of Philosophy,"BA (1996) Virginia Polytechnic Institute and State University; MA (1999), PhD (2003) University of Arizona"
 Hélade Scutti Santos,. Lecturer of Spanish and Portuguese, Director of Language Instruction,"BS (1994), BA (2000), MA (2005) Universidade de São Paulo; PhD (2013) University of Illinois at Urbana–Champaign"
 Gustavo E. Scuseria,. Robert A. Welch Professor of Chemistry, Physics and Astronomy,"BS (1979), PhD (1983) University of Buenos Aires"
 Santiago Segarra,. Assistant Professor of Electrical and Computer Engineering, Physics and Astronomy,"BSc (2011) Buenos Aires Institute of Technology; MSc (2014), PhD (2016) University of Pennsylvania"
 Laura Segatori,. Associate Professor of Chemical and Biomolecular Engineering, Bioengineering,"BS (2000), MS (2000) University of Bologna, Italy; PhD (2005) University of Texas–Austin"
 III Segner,. Professor of the Practice in Civil Engineering Management, Bioengineering,BS (1976) Rice University; MA (1980) University of Houston
 Bethany Self,. Artist Teacher of Opera Studies, Bioengineering,BM (2002) Gordon College; MM (2004) University of Michigan
 Stephen W. Semmes,. Noah Harding Professor of Mathematics, Bioengineering,BS (1980) Armstrong State College; PhD (1983) Washington University
 John Seymour,. Associate Professor of Electrical and Computer Engineering, Bioengineering,"BS (1996) Ohio State University, MS (2004), PhD (2009) University of Michigan"
 Thomas Senftle,. William Marsh Rice Trustee Chair, Assistant Professor of Chemical and Biomolecular Engineering,BS (2010) University of Notre Dame; PhD (2015) Pennsylvania State University
 Rouzbeh Shahsavari,. Adjunct Assistant Professor of Civil and Environmental Engineering and of Materials Science and NanoEngineering, Assistant Professor of Chemical and Biomolecular Engineering,"BS (2002) Sharif University of Technology, Iran; MS (2005) McGill University, Canada; PhD (2010) Massachusetts Institute of Technology"
 Yousif Shamoo,. Vice Provost for Research, Professor of BioSciences,BS (1983) Carnegie Mellon University; PhD (1988) Yale University
 Chad A. Shaw,. Adjunct Associate Professor of Statistics, Professor of BioSciences,BS (1995) Duke University; PhD (2001) Rice University
 Stephen J. Sheafor,. Adjunct Professor of Electrical and Computer Engineering, Professor of BioSciences,"BS (1972), MEE (1972), Rice University; PhD (1974) University of Illinois; MBA (1979) Santa Clara University"
 Elora Shehabuddin,. Professor of Transnational Asian Studies, Professor of BioSciences,BA (1991) Harvard University; PhD (2000) Princeton University
 Yu Shen,. Adjunct Professor of Statistics, Professor of BioSciences,"BS (1984), MS (1986) East China Normal University; MS (1990) University of Notre Dame; PhD (1994) University of Washington"
 Clayton Shepard,. Lecturer of Electrical and Computer Engineering, Professor of BioSciences,"BS (2008), MS (2012), PhD (2018) Rice University"
 George Sher,. Herbert S. Autrey Professor of Humanities, Professor of Philosophy,BA (1964) Brandeis University; PhD (1972) Columbia University
 Sayuri Guthrie Shimizu,. Dunlevie Family Chair in History, Professor of History,"BA (1982) Sophia University; JD (1987) Hitosubashi University; MA (1989), PhD (1992) Cornell University"
 Harel Shouval,. Adjunct Associate Professor of Electrical and Computer Engineering, Professor of History,"BS (1987) Tel Aviv University, MS (1990) Weizmann Institute of Science, PhD (1994) Brown University"
 Anshumali Shrivastava,. Associate Professor of Computer Science, Electrical and Computer Engineering and Statistics,"BS, MS (2008) Indian Institute of Technology, Kharagpur; PhD (2015) Cornell University"
 Qimiao Si,. Harry C. and Olga K. Wiess Professor of Physics and Astronomy, Electrical and Computer Engineering and Statistics,BS (1986) University of Science and Technology of China; PhD (1991) University of Chicago
 James Sidbury,. Andrew W. Mellon Distinguished Professor of Humanities, Professor of History,"BA (1980), MA (1988), PhD (1991) Johns Hopkins University"
 Kirsten Siebach,. Assistant Professor of Earth, Environmental and Planetary Sciences,BA (2011) Washington University in St. Louis; PhD (2016) California Institute of Technology
 Janet Siefert,. Associate Research Professor in Statistics, Environmental and Planetary Sciences,BS (1975) University of Central Arkansas; PhD (1997) University of Houston
 Evan Siemann,. Harry C. and Olga K. Wiess Professor of BioSciences, Environmental and Planetary Sciences,AB (1989) Cornell University; PhD (1997) University of Minnesota
 Charles Siewert,. Robert Alan and Kathryn Dunlevie Hayes Chair of Humanities, Professor of Philosophy,BA (1983) Reed College; PhD (1994) University of California– Berkeley
 Juha Siitonen,. Lecturer of Chemistry, Professor of Philosophy,"MSc (2014), PhD (2018) University of Jyvaskyla, Finland"
 Jonathan J. Silberg,. Stewart Memorial Professor of BioSciences, Professor of Bioengineering,"BS (1994), PhD (2000) University of California–Irvine"
 Arlei Lopes Silva,. Assistant Professor of Computer Science, Professor of Bioengineering,"BSc (2008), MSc (2011) Federal University of Minas Gerais; PhD (2019) University of California-Santa Barbara"
 Ray Simar,. Professor in the Practice of Computer Architecture and Electrical and Computer Engineering, Professor of Bioengineering,BS (1981) Texas A&M University; MS (1983) Rice University
 Adrienne Simoes Correa,. Assistant Professor of BioSciences, Professor of Bioengineering,"BS (2000) University of Michigan; MA (2003), PhD (2009) Columbia University"
 Robert Simpson,. Lecturer of Church Music, Professor of Bioengineering,AB (1970) Brown University; SMM (1972) Union Theological Seminary
 K. Sivaramakrishnan,. Henry Gardiner Symonds Professor of Accounting, Professor of Bioengineering,"B. Tech. (1977) Indian Institute of Technology, Madras; MBA (1980) Xavier Labor Relations Institute, Jamshedpur; PhD (1989) Northwestern University"
 Brinton Averil Smith,. Associate Professor of Cello, Professor of Bioengineering,"BA (1986) Arizona State University; MA (1988) University of Southern California; MMus (1991), DMA (1998) Juilliard School of Music"
 D. Brent Smith,. Associate Professor of Management, Senior Associate Dean of Executive Education,"BA (1992) University of Tulsa; MA (1996), PhD (1999) University of Maryland–College Park"
 Rebecca Smith,. Assistant Teaching Professor of Computer Science, Senior Associate Dean of Executive Education,"BS (2014), MS (2015), PhD (2019) Rice University"
 Edward A. Snow,. Mary Gibbs Jones Chair for the Humanities, Professor of English,BA (1964) Rice University; MA (1966) University of California–Riverside; PhD (1969) State University of New York– Buffalo
 Scott Solomon,. Associate Teaching Professor of BioSciences, Professor of English,BS (2000) University of Illinois– Urbana-Champaign; PhD (2007) University of Texas–Austin
 Ted Somerville,. Lecturer of Classical Studies, Professor of English,BA (1999) University of Texas–Austin; PhD (2007) Harvard University
 Scott Sonenshein,. Henry Gardiner Symonds Professor of Management, Professor of English,BA (1998) University of Virginia; MPhil (1999) University of Cambridge; PhD (2007) University of Michigan
 Jayoung Song,. Lecturer of Korean, Professor of English,"BA (2005) Kyung Hee University; MA (2010), PhD (2014) University of Texas–Austin"
 Yongcheng Song,. Adjunct Assistant Professor of Chemistry, Professor of English,BS (1993) Nanjing University; PhD (2001) National University of Singapore/Institute of Molecular and Cell Biology
 Pol D. Spanos,. Lewis B. Ryon Professor of Mechanical Engineering and Civil Engineering, Civil and Environmental Engineering,"Diploma (1973) National Technical University, Greece; MS (1974), PhD (1976) California Institute of Technology"
 John Sparagana,. Grace Christian Vietti Chair in Visual Arts, Professor of Visual and Dramatic Arts,BGS (1980) University of Michigan; MFA (1987) Stanford University
 Christopher Sperandio,. Associate Professor of Visual and Dramatic Arts, Professor of Visual and Dramatic Arts,BFA (1987) West Virginia University; MFA (1991) University of Illinois– Chicago
 Christof Spieler,. Senior Lecturer of Architecture, Professor of Visual and Dramatic Arts,"BS (1997), MS (1999) Rice University"
 Lauren Stadler,. Assistant Professor of Civil and Environmental Engineering, Professor of Visual and Dramatic Arts,"BS (2006) Swarthmore College; MSE (2012, PhD (2015) University of Michigan–Ann Arbor"
 Tom Stallings,. Professor in the Practice of Sport Management, Professor of Visual and Dramatic Arts,BA (1991) University of Texas; MED (2008) University of Houston
 Kurt Stallmann,. Professor of Composition and Theory, Professor of Visual and Dramatic Arts,"BM (1987) Northern Illinois University; AM (1998), PhD (1999) Harvard University"
 Maria Luján Stasevicius,. Lecturer of Spanish, Professor of Visual and Dramatic Arts,"BA (2007) Universidad Nacional del Sur; MA (2010), PhD (2016) University of Illinois at Urbana–Champaign"
 Robert M. Stein,. Lena Gohlman Fox Professor of Political Science, Professor of Visual and Dramatic Arts,"BA (1972) Ohio Wesleyan University; MA (1974), PhD (1977) University of Wisconsin–Milwaukee"
 Uwe Steiner,. Professor of German Studies, Professor of Visual and Dramatic Arts,"Erste (Wissenschaftliche) Staatsprüfung (1981), PhD (1987), Habilitation (1998) Freie Universität Berlin"
 Jared Stenson,. Wiess Instructor of Physics and Astronomy, Professor of Visual and Dramatic Arts,"BS (2003), MS (2005) Brigham Young University; PhD (2010) Oregon State University"
 Michael Stern,. Professor of BioSciences, Professor of Visual and Dramatic Arts,BS (1978) Stanford University; PhD (1985) University of California–San Francisco
 Randolph T. Stevenson,. Radoslav Tsanoff Professor of Public Affairs, Professor of Political Science,"BA (1991) Texas A&M University; MA (1994), PhD (1997) University of Rochester"
 Charles R. Stewart,. Professor of BioSciences, Professor of Political Science,BS (1962) University of Wisconsin–Madison; PhD (1967) Stanford University
 Richard J. Stoll,. Albert Thomas Professor of Political Science, Professor of Political Science,AB (1974) University of Rochester; PhD (1979) University of Michigan
 Francois St. Pierre,. Adjunct Assistant Professor of Electrical and Computer Engineering, Professor of Political Science,"BA (2002), MA (2005) University of Cambridge; PhD (2009) Massachusetts Institute of Technology"
 Janell Straach,. Lecturer in Computer Science MCS Online Program, Professor of Political Science,BS (1984) Angelo State University; MS (1985) Texas A&M University; MS (1995) University of Dallas; PhD (1998) University of Texas at Dallas
 Richard B. Strait,. Adjunct Professor of Chemical and Biomolecular Engineering, Professor of Political Science,BS (1970) Ohio State University; MBA (1978) University of Tulsa
 Diana Strassmann,. Carolyn & Fred McManis Distinguished Professor in the Practice of Humanities, Baker Institute Scholar,"AB (1977) Princeton University; MA (1982), PhD (1983) Harvard University"
 Matthew Strauss,. Associate Professor of Percussion, Baker Institute Scholar,BMus (1966) Juilliard School of Music; MMus (1998) Temple University
 Tish Stringer,. Lecturer of Film, Film Program Manager,BA (1997) University of Minnesota; PhD (2006) Rice University
 John M. Stroup,. Harry and Hazel Chavanne Professor of Religion, Professor of Religion,"AB (1968) Washington University; MDiv (1972) Concordia Seminary; MPhil (1975), PhD (1980) Yale University"
 Christoph Studer,. Adjunct Assistant Professor of Electrical and Computer Engineering, Professor of Religion,"MSc (2005), DrSc (2009) ETZ Zurich"
 William Suarez-Potts,. Associate Professor of History, Professor of Religion,BA (1981) University of California–Berkeley; JD (1987) University of Pennsylvania; PhD (2005) Harvard University
 Devika Subramanian,. Professor of Computer Science and of Electrical and Computer Engineering, Professor of Religion,"BTech (1982) Indian Institute of Technology; MS (1984), PhD (1989) Stanford University"
 Lori Summa,. Adjunct Professor of Earth, Environmental and Planetary Sciences,BS (1979) University of Rochester; PhD (1985) University of California-Davis
 Carolyn Sumners,. Adjunct Professor of Physics and Astronomy, Environmental and Planetary Sciences,"BA (1970) Vanderbilt University; MEd (1977), EdD (1979) University of Houston"
 John Michael Swint,. Adjunct Professor of Economics, Environmental and Planetary Sciences,"BA (1968) California State University–Humboldt; MA, PhD (1972) Rice University"
 Jerzy Szablowski,.  Assistant Professor of Bioengineering, Environmental and Planetary Sciences,BS (2009) Massachusetts Institute of Technology; PhD (2015) California Institute of Technology
 Jeffrey J. Tabor,. Associate Professor of Bioengineering, Environmental and Planetary Sciences,"BA (2001), PhD (2006) University of Texas–Austin"
 Vahid Taghikhani,. Adjunct Professor of Chemical and Biomolecular Engineering, Environmental and Planetary Sciences,"BS (1993), MS (1995), PhD (1998) Amirkabir University of Technology"
 Hiromi Takayama,. Lecturer of Japanese, Environmental and Planetary Sciences,"BA (1997) Aichi University of Education, Japan; MA (2006) Alliant International University; PhD (2015) University of Iowa"
 Kenji Takizawa,. Adjunct Associate Professor in Mechanical Engineering, Environmental and Planetary Sciences,"BS (2001), MA (2002), PhD (2005) Tokyo Institute of Technology"
 Nitin Tandon,. Adjunct Professor of Electrical and Computer Engineering, Environmental and Planetary Sciences,MBBS (1992) Armed Forces Medical College
 Evelyn Tang,. Assistant Professor of Physics and Astronomy, Environmental and Planetary Sciences,BSc (2007) Yale University; MPhil (2008) University of Cambridge; PhD (2015) Massachusetts Institute of Technology
 Ming Tang,. Associate Professor of Materials Science and NanoEngineering, Environmental and Planetary Sciences,"BS (1999), MS (2002) Shanghai Jiao Tong University, PhD (2008) Massachusetts Institute of Technology"
 Xun Tang,. Henry S. Fox Chair, Professor of Economics,"BA (1998) Beijing Foreign Studies University; MPP (2003) University of Chicago; MA (2004), PhD (2008) Northwestern University"
 Yizhi Jane Tao,. Professor of BioSciences, Professor of Economics,BS (1992) Peking University; PhD (1999) Purdue University
 Richard A. Tapia,. University Professor, Maxfield-Oshman Professor in Engineering,"BA (1961), MA (1966), PhD (1967) University of California–Los Angeles"
 Mohammad Tavakkoli,. Lecturer of Chemical and Biomolecular Engineering, Maxfield-Oshman Professor in Engineering,"BSc (2006), MSc (2009), PhD (2013) Sharif University of Technology-Iran"
 Rives T. Taylor,. Lecturer of Architecture, Maxfield-Oshman Professor in Engineering,"BA (1982), BArch (1984) Rice University; MS (1988) Massachusetts Institute of Technology"
 Tolga Tezcan,. Professor of Operations Management, Maxfield-Oshman Professor in Engineering,"BS (2000) Bilkent University; MS (2001) Colorado State University; MS (2005), PhD (2006) Georgia Institute of Technology"
 Tayfun E. Tezduyar,. James F. Barbour Professor of Mechanical Engineering, Maxfield-Oshman Professor in Engineering,"MS (1978), PhD (1982) California Institute of Technology"
 Peter Thall,. Adjunct Professor of Statistics, Maxfield-Oshman Professor in Engineering,BS (1971) Michigan State University;  MS (1973) Florida State University; PhD (1975) Florida State University
 Matthew Thirkettle,. Assistant Professor of Economics, Maxfield-Oshman Professor in Engineering,"BSc (2012), BSc (2013) Hons) The University of Canterbury; MA (2017), PhD (2020) Cornell University"
 Isabell Thomann,. Assistant Professor of Electrical and Computer Engineering , Maxfield-Oshman Professor in Engineering,MS (2001) ETH Zurich; PhD (2009) University of Colorado: Boulder
 Collin Thomas,. Lecturer of BioSciences, Maxfield-Oshman Professor in Engineering,BA (1994); PhD (1999) University of Texas-Austin
 Nova Thomas,. Professor of Voice, Maxfield-Oshman Professor in Engineering,BM (1977) University of North Carolina at Chapel Hill; MM (1981) Indiana University
 Ross Thyer,. Assistant Professor of Chemical and Biomolecular Engineering, Maxfield-Oshman Professor in Engineering,"BSc (2008), PhD (2012) The University of Western Australia"
 Laszlo Tihanyi,. William Alexander Kirkland Professor of Strategic Management, Maxfield-Oshman Professor in Engineering,"BSc (1986) Janus Pannonius University; DB Economics (1989) Budapest University of Economic Sciences; MBA (1995), PhD (1996) Indiana University"
 Tomasz Tkaczyk,. Professor of Bioengineering, Maxfield-Oshman Professor in Engineering,"MS (1994), PhD (2000) Warsaw University of Technology"
 Frank R. Toffoletto,. Professor of Physics and Astronomy, Maxfield-Oshman Professor in Engineering,BS (1981) La Trobe University; PhD (1987) Rice University
 Andreas Tolias,. Adjunct Associate Professor of Electrical and Computer Engineering, Maxfield-Oshman Professor in Engineering,"BA (1993), MA (1995) University of Cambridge; PhD (2000) Massachusetts Institute of Technology"
 Mason B. Tomson,. Professor of Civil and Environmental Engineering, Maxfield-Oshman Professor in Engineering,BS (1967) Southwestern State College; PhD (1972) Oklahoma State University
 Mark Torres,. Assistant Professor of Earth, Environmental and Planetary Sciences,BA (2010) Pitzer College; PhD (2015) University of Southern California
 Michelle Torres,. Assistant Professor of Political Science, Environmental and Planetary Sciences,"BA (2010) Centro de Investigación y Docencia Económicas; MA (2015), (2019), PhD (2019) Washington University St. Louis"
 James M. Tour,. T. T. and W. F. Chao Professor, Professor of Chemistry,BS (1981) Syracuse University; PhD (1986) Purdue University
 Lesa Tran Lu,. Lecturer of Chemistry, Professor of Chemistry,"BS (2007), MA (2009), PhD (2012) Rice University"
 Thanh Tran,. Professor in the Practice of Electrical and Computer Engineering, Professor of Chemistry,"BS (1984) University of Illinois at Urbana-Champaign; MEE (1995), PhD (2001) University of Houston"
 Todd Treangen,. Assistant Professor of Computer Science, Professor of Chemistry,BSc (2002) University of Nebraska–Omaha; PhD (2008) Polytechnic University of Catalonia
 Ah-Lim Tsai,. Adjunct Professor of BioSciences, Professor of Chemistry,BS (1974) National Taiwan University; PhD (1983) Rice University
 Christopher Tunnell,. Assistant Professor of Physics and Astronomy, and of Computer Science,BSc (2008) University of Texas; PhD (2013) University of Oxford
 Christopher Turbessi,. Lecturer of Music, and of Computer Science,BMus (2008) Hope College; MMus (2010) University of Michigan
 Luziris Pineda Turi,. Associate Teaching Professor of Spanish, and of Computer Science,"BA (2003), MA (2005), PhD (2012) University of Houston"
 Ruth N. Lopez Turley,. Professor of Sociology, and of Computer Science,"BA (1996) Stanford University; MA (1999), PhD (2001) Harvard University"
 Tarik Umar,. Assistant Professor of Finance, and of Computer Science,"BA (2010) Harvard University; MBA, PhD (2017) University of Chicago"
 Vaibav V. Unhelkar,. Assistant Professor of Computer Science, and of Computer Science,"B.Tech & M Tech. (2012) Indian Institute of Technology–Bombay, India; MS (2015), PhD (2019) Massachusetts Institute of Technology"
 César A. Uribe,. Louis Owen Assistant Professor of Electrical and Computer Engineering, and of Computer Science,"BSc (2010) University of Antiquia; MSc (2013)  Delft University of Technology; MSc (2016), PhD (2018) University of Illinois at Urbana-Champaign "
 Rosa Uribe,. Assistant Professor of BioSciences, and of Computer Science,BS (2006) San Francisco State University; PhD (2012) University of Texas–Austin
 Brittany Utting,. Assistant Professor of Architecture, and of Computer Science,BS (2011) Georgia Institute of Technology; MArch (2014) Yale University  
 Robert Vajtai,. Research Professor in Materials Science and NanoEngineering, and of Computer Science,"MSc (1986) Jate University; PhD (1997) Szeged University, Hungary"
 Ivo-Jan Van der Werff,. Professor of Viola, and of Computer Science,Associate Hons (1980) Royal College of Music
 David VanHorn,. Professor in the Practice of Operations Management, and of Computer Science,BS (1989); MEng (1990) Iowa State University; MBA (2000) Rice University
 Marina Vannucci,. Noah Harding Professor of Statistics, and of Computer Science,"BS (1982), PhD (1996) University of Florence, Italy"
 Moshe Vardi,. University Professor, Karen Ostrum George Distinguished Service Professor of Computational Engineering,BS (1975) Bar-Ilan University; MS (1980) Feinberg Graduate School of the Weizmann Institute of Science; PhD (1982) Hebrew University
 Anthony Varilly-Alvarado,. Professor of Mathematics, Karen Ostrum George Distinguished Service Professor of Computational Engineering,AB (2003) Harvard University; PhD (2009) University of California–Berkeley
 Peter J. Varman,. Professor of Electrical and Computer Engineering and Computer Science, Karen Ostrum George Distinguished Service Professor of Computational Engineering,"BTech (1978) Indian Institute of Technology, Kanpur; MSEE (1980), PhD (1983) University of Texas–Austin"
 Jesus Vassallo-Fernando,. Associate Professor of Architecture, Karen Ostrum George Distinguished Service Professor of Computational Engineering,"BArch (2004) Escuela Superior de Architectura de Madrid, MA (2007) Harvard University, PhD (2014) Escuela Superior de Architetura de Madrid"
 Venu Vasudevan,. Adjunct Assistant Professor of Electrical and Computer Engineering, Karen Ostrum George Distinguished Service Professor of Computational Engineering,"BS (1984) Indian Institute of Technology, New Delhi; PhD (1990) Ohio State University"
 Ashok Veeraraghavan,. Professor of Electrical and Computer Engineering, Karen Ostrum George Distinguished Service Professor of Computational Engineering,"BS (2002) Indian Institute of Technology, Madras; MS (2004), PhD (2008) University of Maryland-- College Park"
 Omid Veiseh,. Assistant Professor of Bioengineering, Karen Ostrum George Distinguished Service Professor of Computational Engineering,BS (2002) Western Washington University; PhD (2009) University of Washington
 Rafael Verduzco,. Professor of Chemical and Biomolecular Engineering, and of Materials Science and NanoEngineering,"BS (2001) Rice University; MS (2003), PhD (2006) California Institute of Technology"
 William VerMeulen,. Professor of Chemical and Biomolecular Engineering, and of Materials Science and NanoEngineering,"BS (2001) Rice University; MS (2003), PhD (2006) California Institute of Technology"
 Marcelo Videa Vargas,. Adjunct Associate Professor of Chemistry, and of Materials Science and NanoEngineering,BSc (1993) Instituto Technologico y de Estudios Superiores de Monterrey; PhD (1999) Arizona State University
 Baxter Vieux,. Adjunct Professor of Civil and Environmental Engineering, and of Materials Science and NanoEngineering,BS (1978) University of Kansas; MS (1982) Kansas State University; PhD (1988) Michigan State University
 Kamala Visweswaran,. T.T. and W.F. Chao Professor of Transnational South Asian Studies, and of Materials Science and NanoEngineering,"AB (1984) University of California-Berkley; AM (1987), PhD (1990) Stanford University"
 Julea Vlassakis,. Assistant Professor of Bioengineering, and of Materials Science and NanoEngineering,BA (2012) Smith College; PhD (2018) University of California-Berkeley
 Tracy Volz,. Professor of the Practice in Professional Communication, Director of the Engineering Communications Program,"BA (1989) University of Iowa; MA (1998), PhD (2001) Rice University"
 Daniel S. Wagner,. Associate Professor of BiocSciences, Director of the Engineering Communications Program,BA (1990) University of Texas; PhD (1997) University of Texas Health Science Center
 Richard E. Wainerdi,. Distinguished Adjunct Professor of Wiess School of Natural Sciences, Director of the Engineering Communications Program,"BS (1952) University of Oklahoma; MS (1955), PhD (1958) Pennsylvania State University"
 Nicole Waligora-Davis,. Associate Professor of English, Director of the Engineering Communications Program,"BA (1995) University of North Carolina–Chapel Hill; MA (1998), PhD (2001) Duke University"
 Dan Seth Wallach,. Professor of Computer Science and Electrical and Computer Engineering, Director of the Engineering Communications Program,"BS (1993) University of California–Berkeley; MA (1995), PhD (1998) Princeton University"
 Steve Wallach,. Adjunct Professor of Computer Science, Director of the Engineering Communications Program,BSEE (1966) Polytechnic University; MSEE (1967) University of Pennsylvania; MBA (1973) Boston University
 Chelsea Walton,. Associate Professor of Mathematics, Director of the Engineering Communications Program,"BS (2005) Michigan State University; MS (2007), PhD (2011) University of Michigan"
 Mark S. Wamble,. Professor in the Practice of Architecture, Director of the Engineering Communications Program,BDes (1983) Texas A&M University; DiplSt (1987) Cambridge; MArch (1988) Harvard University
 Haotian Wang,. William Marsh Rice Trustee Chair, Assistant Professor of Chemical and Biomolecular Engineering,"BS (2011), PhD (2016) Stanford University"
 Stephen Wang,. Associate Teaching Professor of Mathematics, Assistant Professor of Chemical and Biomolecular Engineering,AB (1998) Harvard University; PhD (2006) University of Chicago
 Kerry Ward,. Associate Professor of History, Assistant Professor of Chemical and Biomolecular Engineering,"BA (1983) University of Adelaide; BA (1985), MA (1992) University of Cape Town; PhD (2002) University of Michigan, Ann Arbor"
 Robin A. Ward,. Clinical Assistant Professor of Wiess School of Natural Sciences, Assistant Professor of Chemical and Biomolecular Engineering,BA (1986) Immaculata College; MA (1989) Villanova University; PhD (1997) University of Virginia 
 Danielle Ward-Griffin,. Assistant Professor of Musicology, Assistant Professor of Chemical and Biomolecular Engineering,"ARCT (2002) Royal Conservatory of Music; BMus (2005) McGill University; MA(2010), MPhil (2010), PhD (2012) Yale University"
 Aryeh Warmflash,. Associate Professor of BioSciences and Bioengineering, Assistant Professor of Chemical and Biomolecular Engineering,BA (2003) University of Pennsylvania; PhD (2008) University of Chicago
 Joe D. Warren,. Professor of Computer Science, Assistant Professor of Chemical and Biomolecular Engineering,"BA (1983), MS (1985) Rice University; PhD (1986) Cornell University"
 Michael Webster,. Professor of Music, Assistant Professor of Chemical and Biomolecular Engineering,"BM (1966), MM (1967), DMA (1975) Eastman School of Music"
 Virginia Weckstrom Kantor,. Artist Teacher of Piano Chamber Music and Accompanying, Assistant Professor of Chemical and Biomolecular Engineering,BA (1969) Western College of Women; MMus (1971) Yale University School of Music
 Geoffrey Wehmeyer,. Assistant Professor of Mechanical Engineering, Assistant Professor of Chemical and Biomolecular Engineering,BS (2013) University of Texas–Austin; PhD (2018) University of California–Berkeley
 Morgan Weiler,. RTG Lovett Instructor of Mathematics, Assistant Professor of Chemical and Biomolecular Engineering,"BA (2013), PhD (2019) University of California-Berkeley"
